text,level
"2002. gada ziemas olimpiskajās spēlēs Soltleiksitijā Latvijas komandā bija 47 sportisti, kuri startēja 8 sporta",sarežģīts
Jaunu baznīcu sāka,viegls
Melnezers ir ezers Cēsu novadā,vidējs
Mūsdienu robeža balstās uz 1426,viegls
Pēc Lietuvas dižkunigaiša Mindauga nogalināšanas 1264,sarežģīts
1950. gadā Niksons,viegls
Buru kuģus lietoja arī militārām,viegls
"Gēns satur instrukcijas par to, kā uzbūvēt noteiktu olbaltumvielu, tādējādi gēns ir",sarežģīts
"Bijusi ""Klubs-21"" biedre, 1998. gadā parakstījusi Tautas partijas",vidējs
Gravīras autors (kurš,viegls
Tomēr pats Ņūtons bija ticīgs,viegls
"Šajā slānī atmosfērai ir pietiekami mazs blīvums, lai tajā varētu pastāvīgi atrasties Zemes",sarežģīts
"Dzīves pēdējos gadus iezīmējās slimība, privātās problēmas. Monro nomira no",vidējs
Dzimis 1899. gada 1. aprīlī Rīgā,viegls
"Mitoloģijas enciklopēdija. II sēj., 215. lpp. Latvijas enciklopēdija, Rīga",sarežģīts
Mūsdienās gandrīz visa planētas sauszeme,vidējs
Mūsdienās algebra ir izaugusi un attīstījusies,vidējs
18. aprīlis Ungārija. Imre Naģs tiek atcelts,viegls
Gaudi pirmie darbi tika,viegls
"Galvenās upes ir Aiviekste, Pededze, Jaunpededze, Liede",sarežģīts
tage d'Acclrations Poudre,vidējs
Pilsēta pieminēta Sakša Gramatiķa latīniskai rakstītajā hronikā Gesta,sarežģīts
Pamazām Barselonas grāfiste kļuva,vidējs
Litenes pagasts ir,viegls
"Bebru pagastā atrodas Kokneses novada Bebru pagasta pārvalde, Vecbebru bibliotēka, Vecbebru pasta nodaļa, Vecbebru pirmsskolas izglītības iestāde ""Bitīte"" un",sarežģīts
"Pravietība ( ), Dievs cilvēcei, ticības mācīšanai, sūtījis labus un",sarežģīts
Abinieki ir primitīvākie,vidējs
"2015. gadā koncertprogramma ""Ūdens",vidējs
Šīs definīcijas sevī ietver daudzas nozīmes,vidējs
Ādams Alksnis (18641897,viegls
"Vlodzimežs Šmits (Wodzimierz Schmidt, 1943",sarežģīts
1824. gads Žozefs Prusts (Joseph,viegls
"Protams, politiskā terorisma parādīšanos saista arī ar Francijas revolūciju jakobīņu terors sākās brīdī, kad Sen-Žists paziņoja: Katram cilvēkam ir",sarežģīts
"1888. gadā Ziemas karnevālu Monreālā, Kanādā apmeklēja Prestonas lords",sarežģīts
"Savukārt, tālāk uz dienvidiem Feniķijā un Palestīnā ziemeļsemītu alfabēts tika pilnveidots, sākot",sarežģīts
"tika laists klajā pirmais Led Zeppelin dubultalbums Physical Graffiti, kurš bija",sarežģīts
Lielā fināla sākums bija 2017. gada,viegls
Ezera pieteci veido ar barības vielām (fosfors) bagāti avoti un tajā dzīvo liels skaits ūdens,sarežģīts
"Zīmējumu Brēgels parakstīja un datēja ar savu vārdu, taču",vidējs
Pēc bijušā Latvijas Valsts,viegls
Pilsētu pārstāv arī,viegls
"RuneScape ir mūzika, skaņas efekti un fona skaņas",vidējs
Koloniālisms sākotnēji attīstījās kā Eiropas,sarežģīts
Pirmais tradicionālais siāmietis (ābolgalvas siāmietis,sarežģīts
"1935. gadā Neretas pagasta platība bija 156,4 km un tajā dzīvoja 3113 iedzīvotāji. 1945. gadā pagastā izveidoja",vidējs
Bez 6 Olimpiskajām medaļām J. Kosteličas īpašumā ir,vidējs
2006. gada Eiropas čempionātā,vidējs
Par ievērojamākajiem Durbes,sarežģīts
Ētikā var izšķirt,viegls
Vietējās veselības aizsardzības sistēmas stāvokļa un farmakoloģijas trūkuma dēļ tūristu rekomendācijās iesaka,sarežģīts
"1587. gada karaļa vēlēšanās, kad Sejms sašķēlās, balsojot par Sigismundu III un erchercogu Maksimiliānu",sarežģīts
Modernā ķīmija ir tikai aptuveni divsimt gadus veca,vidējs
4. jūlijs Ebreju,viegls
Tā kā karš,viegls
Pili uzbūvēja Osmaņu princesei Adilei,vidējs
F. Ķiģelis ir divas reizes precējies un viņam,vidējs
Franks Montaņī (; dzimis,vidējs
2006. gada 29,viegls
Līdz 2012. gada,viegls
"Bīskaps Alberts iegūtās zemes novēlēja jaunavai Marijai, un",sarežģīts
Tiesībsargs ir Latvijas valsts amatpersona,sarežģīts
"Sākumā, izejvielu maisījums izžūst (no tā aiziet prom mehāniski saistītais ūdens), pēc",sarežģīts
1279. gadā sākās,viegls
Asteridae bija pati lielākā,viegls
"Uzlādējot kondensatoru ar pārāk liela sprieguma strāvu, var notikt",sarežģīts
"Ārmstrongs ir dzimis Vapakonetā, Ohaio štatā",vidējs
Pilsētas pievārtē atrodas liels,vidējs
Krievijas pilsoņu kara laikā Ļeņins ieviesa kara komunismu,vidējs
1757. gads Žilbērs di Motjē de,viegls
"1830. gads Frederiks Mistrāls (Frederic Mistral), provansiešu",sarežģīts
Krēta (grieķu: ) ir lielākā un apdzīvotākā,viegls
Kelvins nosaukts britu,vidējs
11M - Borta aprīkojums,vidējs
Laika josla jeb,viegls
1346 Kaujā pie Kresī akvitāniešu armijā esošie angļu,vidējs
Pēc Polijas Republikas 1918,vidējs
RETR - Lejupielādēt failu. Pirms šīs komandas,vidējs
Dens Kastellaneta ieskaņo Homēru Simpsonu,vidējs
"publiska celtne Senajā Romā, kurā skatītāju vietas iekārtotas pakāpjveidīgi ap",sarežģīts
Fizikā interesējas par,vidējs
"Ilgus gadus bija precējies ar Ināru Lembergu, laulībā dzima bērni Anrijs un Līga. Abi",vidējs
Arī Noama Čomska teorijai līdzīgu viedokli izsaka pazīstamais valodas filozofs Ludvigs Vitgenšteins savā darbā,sarežģīts
1973. gads Jānis,viegls
1859. gadā Nobels kopā ar vecākiem un brāli Emīlu,vidējs
"Vārds cunami ir cēlies no japāņu valodas vārda , kas nozīmē ostas vilnis (cu osta, nami vilnis). Šis vārds izsaka",sarežģīts
"Inbox.lv ledus halle ir ledus halle netālu no Piņķiem, Latvijā.",vidējs
1894. gadā Steinicu,viegls
"Elektriskā pretestība ir visām vielām, tajā skaitā vadītājiem, piemītoša īpašība bremzēt",sarežģīts
Savukārt pēc 2009. gada,viegls
Pilsēta pazīstama kā Prinstonas,vidējs
saņemts RIGVIR patents. zāles RIGVIR reģistrētas LR Valsts Zāļu aģentūrā,sarežģīts
No Latvijas sportistiem lielākos panākumus šosejas riteņbraukšanā ir guvuši Romāns Vainšteins (2000,sarežģīts
Pašreiz pazīstamas apmēram 25 000 plakantārpu sugas,sarežģīts
1848. gadā Pēču uz īsu laiku ieņēma,viegls
"Pirmie itāļu opermūzikas komponisti to apzīmēja kā favola in musica, jeb mūzikas fabula, tādējādi netieši atzīstot operu par Senās",sarežģīts
No inženierģeoloģiskā viedokļa Bolderājas,sarežģīts
Mūsdienu instrumentam līdzīgo,sarežģīts
Korejas trīs karaļvalstis ir,vidējs
2022. gada 16. februārī IBM paziņoja,viegls
Vabolēm nav retas starpsugu krustošanās,vidējs
"Allodifikācija bija akts, ar",viegls
Vladimirs Prelogs (Vladimir Prelog,vidējs
Februārī katru gadu tiek aizvadīta,viegls
Klasiskajā periodā tēlniecība,sarežģīts
Tanka konstrukcijā tika pielietoti,sarežģīts
"Tā kā Nikaragva ir prezidentāla valsts, tās prezidents ir vienlaikus valsts vadītājs un valdības vadītājs. Pašlaik",sarežģīts
"1990. gados tika uzsākta Hammāra purvāju un ezera nosusināšana, kas ap 2002. gadu",sarežģīts
"Atzīmējot izlases iznākšanu, Prāta Vētra",vidējs
"Vīna etiķa veidā etiķskābe bija pazīstama jau senatnē. Pēc Plīnija nostāsta, Kleopatra lietojusi",sarežģīts
Eirodziesma 2002 L. Reiniks,sarežģīts
"1872. gads Luijs Blerio (Louis Blriot), franču",viegls
1984. gadā Lauda cīnījās par titulu ar savu,viegls
Džeimss Monro ir dzimis Britu Amerikas kolonijā Virdžīnijā Spensa,sarežģīts
Džonijs Elens Hendrikss,vidējs
Komandu atlase notika trijos,vidējs
Arsēna savienojumi ir zināmi,vidējs
Pirmie pastāvīgie iedzīvotāji uz Zanzibāras,sarežģīts
"Mājas zvirbulis (Passer domesticus) ir mazs, brūnganpelēks zvirbuļu dzimtas",sarežģīts
"Bārkšīra jeb Bērkšīra ir viena no četrdesmit astoņām Anglijas ceremoniālajām grāfistēm un viena no divdesmit septiņām nemetropoles",sarežģīts
Īpaša loma Latopress,viegls
Dzinējam ar ūdens dzesēšanu ir jāstrādā,viegls
"Kodola saites enerģija ir enerģija, kas pēc Einšteina formulas ir vienāda ar",sarežģīts
"Plzeņa, saukta arī Pilzene, ir pilsēta",viegls
Ekonomika gandrīz pilnībā balstās uz naftas un dabasgāzes eksportu. Ražošanas līmenis uz vienu,vidējs
"Milda Palēviča, arī Milda Paleviča-Bite (18891972) bija",viegls
Pēc sakāves Latvijā atlikušās latviešu,vidējs
13. jūlijs Gnejs,viegls
Arturs Šniclers dzimis pazīstama,vidējs
"Krimuldas novads, kurā Limbažu",vidējs
Tajā pašā laikā,viegls
Kā politiski neuzticams,vidējs
Vabolēm ir kukaiņu klases,viegls
Kristāla habitusu ietekmē,sarežģīts
Jo raksturojas ar intensīvāko vulkānisko darbību Saules sistēmā. Vienlaicīgi var notikt vairāk kā,sarežģīts
"1731. gadā, pēc vectēvoča",viegls
"Hromosomu pārveides rodas, ja",vidējs
"1566. gads Nostradams (Nostradamus), franču aptiekārs",sarežģīts
"Štata izpildvaru vada gubernators, ko ievēl",vidējs
Tolkīns tiek uzskatīts par,viegls
1918. gads Roalds Amundsens paziņoja,vidējs
PCMCIA - sprauž,viegls
27. decembris Bēnazīa Bhuto,vidējs
"LCP sesijā, kas notika 1947",viegls
Peru prezidents Eduardo,vidējs
"Futurāma"" tās translācijas laikā",vidējs
"Edmunds Krastiņš (dzimis Ogrē) ir latviešu matemātiķis un politiķis, bijušais",sarežģīts
gada F1 sezonā S. Fetels kļuva par Red Bull Racing komandas,vidējs
Tautas padomē dibināšanas brīdī bija,viegls
1978. gadā beidza PSKP CK Sabiedrisko zinātņu akadēmiju,vidējs
1940. gads beidzās,viegls
19. gadsimtā Dvietes,vidējs
Dimanti var veidoties,vidējs
Ap 900 latviešu jūrnieki Otrā pasaules kara laikā ir dienējuši,vidējs
1985. gada oktobrī,viegls
Otrā ziemeļu kara laikā aizsardzībai pret zviedru,vidējs
"1876. gads. Jānis Pommers, Latvijas pareizticīgās baznīcas arhibīskaps.",sarežģīts
"Pusfinālā francūži ar 2-1 pārspēja horvātus, bet brazīļi",sarežģīts
Starp pasaules kariem,vidējs
"Jau pirms 1455. gada pie Rīgas arhibīskapijas austrumu robežas minēta Lubānas viduslaiku pils (Lubahn), kas",sarežģīts
1944. gada 19,viegls
MTV Baltijas Top 20 bija,viegls
3. marts: Sākās Golca,viegls
1624. gadā jezuītu misionāri centās,vidējs
"29. janvāris Gustavs Flatovs (Gustav Flatow), vācu sporta",sarežģīts
"6. novembris Agripīna Jaunākā, Romas imperatora Klaudija sieva, Nērona māte",sarežģīts
Britu impērijas kontrole,viegls
25. decembris Anvars Sādāts (Anwar Sadat,vidējs
Sākotnēji karogā redzamā sešstaru Dāvida zvaigzne nekādi nebija saistīta ar ebrejiem,sarežģīts
Dzelzceļa līnijas daļu starp iecirkņa,viegls
Itālija 1918. gada jūnijā,viegls
Bijusī hercoga Jēkaba galma aptiekas ēka,viegls
Rīgas astoņsimtgades Burvju,sarežģīts
Atšķirībā no tēviņiem mātītes ir vientuļnieces un izvairās no sugas,sarežģīts
Valdībai ir vairākas,viegls
"Gandrīz visas atlikušās 15. divīzijas daļas (33., 34. pulks",vidējs
6. aprīlis Habibs Burguiba,vidējs
2021. gada 1. jūlijā,viegls
Dažādu vēsturiski politisku,viegls
Pēc Latvijas okupācijas Otrā pasaules kara laikā kādu laiku varēja norēķināties,sarežģīts
1945. gadā Abrenes,viegls
sākās plašs uzbrukums,viegls
Latvijā jogas kā,viegls
Kolonizatori aborigēnus vai nu padzina uz,viegls
No Vetsekes pēcnācējiem ir,viegls
Šajā uzskaitījumā apkopotas visas,vidējs
Latvijā vācu okupācijas laikā tika izveidota plaša,vidējs
Ascīdijas ir tipiski jūru iemītnieki un tās sastopamas,vidējs
Krievijas pilsoņu kara,vidējs
Tā iegūto attēlu izšķirtspēja,vidējs
Pirmais Eiropas civilizācijas cikls,sarežģīts
1992. gadā Rīgas mūzikas,viegls
Trigonometrija ietver arī vairākas sakarības starp,vidējs
Bagātīgā Pizas vēsture atstājusi virkni kultūrvēsturisku,sarežģīts
"Valsts ir politiska organizācija, kas, balstoties uz tiesisku varu, nodrošina sabiedrības",sarežģīts
Ipolits Žans Žirodū (,viegls
Pēc romāna sižeta,viegls
2022. gada jūlijā Latvijā darbojās 8 politisko partiju apvienības un 53 aktīvas partijas,sarežģīts
Rebel Yell - 1984 2 Lielbritānijā 6 ASV 2,vidējs
"Kalmaras lēne () ir Zviedrijas lēne, kas",viegls
1908. gadā Perlharboras līcī tika,viegls
Vācija ir bijusi,viegls
Suverēnās tiesības pārvaldīt Austrumsamoa un garantēt tās konstitūciju pieder ASV prezidentam,sarežģīts
Mūsdienās Tulūza ir,viegls
Visas šeit paustās īpašības un sakarības ir ekvivalentas. Ikvienu no tām iespējams arī,vidējs
12. gadsimtā pilsēta atbrīvojās no bīskapa varas un kļuva par galveno ostas pilsētu Ziemeļjūras dienvidos. Kad 14. gadsimta sākumā Hanza,sarežģīts
Daudzējādā ziņā Kūlidža,vidējs
VPT - kas pārvieto,viegls
Naftalīnam ir iespējamas 3,vidējs
Tā kā ebreji,viegls
"Pie Marseļas uz salas atrodas Ifas cietoksnis, kurā, pēc leģendas",vidējs
"Viena standartnovirze nozīmē, ka 68,28 rezultātu",vidējs
Vikingu ekspansija Eiropā,sarežģīts
"Zinātnieki uzskata, ka pirms 4 miljardiem",viegls
"Žīguru pagasts ir viena no Balvu novada administratīvajām teritorijām tā ziemeļos, Krievijas pierobežā. Robežojas ar sava",sarežģīts
14. gadsimta pirmajā,viegls
1922. gads Ernests Šekltons,viegls
Dažu sugu gliemjus cilvēks,viegls
Nagano prefektūra ir kalnains rajons,vidējs
Zemāk ir redzams,viegls
Nitrēšanas reakcijas parasti nav,vidējs
Zarīnu var lietot,viegls
"Nosaukta vēsturiskā novada - Podlahijas vārdā, kura",vidējs
20. gadsimta 70. gados pilsētā notika sadursmes,viegls
Tā kā Dienvideiropā,viegls
"Koraļļi ir jūrā dzīvojoši bezmugurkaulnieki, kas",vidējs
Senie oriģinālie stikli uzglabājušies,sarežģīts
1921. gadā Lietuva tika uzņemta Tautu,viegls
Karš var būt,viegls
"Mazākas okeānu daļas, kuras sauszeme vairāk vai mazāk nodala no okeāna galvenās platības, sauc par jūrām un līčiem",sarežģīts
Osmaņu impērijā līdz Tanzimata reformām valsts,vidējs
"2010. gads Ķīna apsteidza Japānu, kļūstot par Pasaules",vidējs
Reikenens veiksmīgi piedalījās dažādās kartinga sacīkstēs,sarežģīts
"Raidījums ""Mikrofons"" sāka skanēt Latvijas Radio 1965. gadā sabiedrisko aktualitāšu apspriešanai. Lai mainīto",sarežģīts
"Karbonātu minerāls ir minerāls, kas satur karbonāta anjonu: CO32",sarežģīts
"Zolitūdes muiža (Solitde, Swanenborgshof), arī Bērzmuiža",sarežģīts
1983. gads Bobs Hauke tika ievēlēts,viegls
"Rēzeknes rajons tika izveidots pēc Rēzeknes apriņķa sadalīšanas Maltas, Rēzeknes, Varakļānu",sarežģīts
"Latvijā ir profesionālas hokeja, basketbola un futbola līgas. Latvijas hokeja",vidējs
"Vronku ""Amica"" () ir bijušais Polijas futbola klubs, kura bāzes vieta bija Vronkos",sarežģīts
Šabazīts-Na (nosaukums cēlies no grieķu chabazios,vidējs
Binārā skaitīšanas sistēma ir pozicionāla skaitļu pieraksta sistēma,sarežģīts
1749. gads Edvards Dženers (Edward Jenner,viegls
Bonems kopā ar grupas asistentu Reksu Kingu devās,vidējs
"Lešeks I Baltais bija Pjastu dinastijas Krakovas kņazs",sarežģīts
Pirmās ērģeles 1708. gadā dāvināja,vidējs
23. maijā frontes līnija stiepās pa MīlgrāvjaĶīšezeraJuglas ezeraIkšķilesĶekavas līniju. Baloža komandētās Dienvidlatvijas,sarežģīts
Mazpolija ir senās poļu cilts visļānu areāls.,sarežģīts
Šajā laikā lielākie Padomju,viegls
"Baltinavas ciems ietilpa Viļakas apriņķī, tad Kārsavas.",sarežģīts
Anglicismu skaits lietuviešu valodā ir strauji pieaudzis 20. gadsimta beigās.,sarežģīts
Aposematisms ir brīdinošs krāsojums un ķermeņa forma. Klasiskais piemērs ir spilgtas krāsas,sarežģīts
Turnīrā piedalījās 24 komandas un formāts bija tāds pats.,vidējs
Pagasta rietumu daļa atrodas,viegls
"Jaunatklātus minerālus reģistrē un nodēvē Starptautiskā mineraloģijas asociācija. Saskaņā ar šīs institūcijas datiem pašlaik ir zināmi vairāk kā 4,000",sarežģīts
Koknese atrodas Daugavas senlejas labajā krastā pie Pērses ietekas. Pēc Pļaviņu HES,sarežģīts
Ātrāko 147 punktu sēriju ir veicis Ronijs O'Salivans 1997. gadā 5,vidējs
"Retrovīruss ir RNS saturošs vīruss, kas vairojas, transkribējot",sarežģīts
Rīga - Indra (dīzeļvilciens divreiz nedēļā),sarežģīts
"Hermeneitika ( (hermēneutiks), no (hermēne) 'tulkot, skaidrot') ir filozofiska mācība",sarežģīts
"1996. gadā sākās pilsoņu karš, kuru izraisīja maoistu partija. Tas noslēdzās pēc 2006. gada masu protestiem",sarežģīts
Kopu vienādības pietiekamais un nepieciešamais nosacījums ir,sarežģīts
Ziemeļos plešas Ziemeļu Ledus okeāns (pastāvīgās ledus segas,vidējs
Nereti arī terminu tehnika attiecina uz,viegls
1987. gadā J. Zaķis pirmo demokrātisko,vidējs
veida apstākļa vārdi,vidējs
zvaigzne jeb zvaigznīte pierē (angļu val. star) dažādu formu,vidējs
2 pozitīvas pabeigšanas,viegls
FIFA Pasaules kausa finālturnīrs,vidējs
Indijas okeāna straumes nosaka,vidējs
Gandrīz tūlīt pēc,viegls
"Pēdējais Kubrika darbs bija pie filmas ""Acis plaši aizvērtas"" (1999), kur galvenās lomas",sarežģīts
Hati ('naids') senskandināvu mitoloģijā ir vilks,sarežģīts
"Ģeogrāfijā ir divas pamatnozares fiziskā un cilvēka ģeogrāfija , kā",sarežģīts
Zemes kopējais lādiņs,vidējs
Džons Ronalds Rūels Tolkīns,viegls
"sieri ar lielu tauku daudzumu, kuriem tauku saturs sausnā ir virs 60",vidējs
13. februāris Taivānā,vidējs
Ziemeļamerikas vidieni pastāvīgi apdraud postoši virpuļviesuļi - tornado. Tie,sarežģīts
Olimpiskajās spēlēs kopā ir bijuši 43 dažādi,vidējs
Spēlē ir trīs periodi,viegls
VFR uzskatīja sevi par,viegls
Nami ezeru periodiski ar ūdeni piepilda Okavango upe caur Nhabes caurteku; ezers atrodas,sarežģīts
"Piedalījies komandā ""Kas? Kur? Kad?""",viegls
Sauszemes augstums variē no 418 metriem zem jūras līmeņa (Nāves jūras,vidējs
"Viņas pazīstamākie darbi ir romāni ""Deloveja kundze"" (Mrs. Dalloway, 1925), ""Orlando"" (1928), ""Uz bāku",sarežģīts
"Neparametriskās statistikas metodes tiek izmantotas gadījumā, ja uz",vidējs
Āfrikas reljefu galvenokārt,sarežģīts
Tajā pašā laikā 1999. gada beigās,viegls
1137. gada 22. jūlijā,viegls
Elektrolītiskā disociācija ir izšķīdinātu neitrālu vielu molekulu sadalīšanās jonos. Vienlaikus ar to šķīdumā norisinās pretējs process rekombinācija,sarežģīts
Pēc Augusta nāves Reinas leģioni saceļ dumpi,vidējs
"Apvienoto Karalisti veido četras ģeogrāfiskās un vēsturiskās zemes: Anglija, Skotija, Velsa un Ziemeļīrija. Apvienotā Karaliste aizņem lielāko daļu no Britu",sarežģīts
Liela daļa Grieķijas,viegls
Moss piedzima Epinālā ebreju ģimenē un studēja filosofiju,sarežģīts
"Aktīvie plēsīgie putni",viegls
"Liela dārgakmeņu daudzveidība ir tādās valstīs, kā Brazīlijā, Indijā, Šrilankā, Birmā, Madagaskarā. Izcilas smaragda raktuves",sarežģīts
Arī ap magnētu pastāv magnētiskais lauks.,sarežģīts
Līguma galvenie punkti,vidējs
Zviedru Vidzemes laikā 1646. gadā muiža piederēja Johanam,vidējs
Pēdējās desmitgadēs Panamai ir,vidējs
"Bzuras kauja ir lielākā kauja, kas notika Polijas",vidējs
Vēsturiski NASA ir vairāk pazīstama,vidējs
Līdz 2016. gada jūlijam Palestīnas,vidējs
1946. gadā Parīzes autosalonā,vidējs
Kustību funkcija ir muskuļu saraušanās funkcija.,vidējs
Mikorizas sēne. Aug galvenokārt no augusta līdz oktobrim.,vidējs
Abinieku pārskaita ekstremitātes,sarežģīts
"Ārupīte, saukta arī Āriņa, ir upe Madonas novadā.",vidējs
Kausa ieguvēji,viegls
Loģikā plaši tiek izmantots,vidējs
No maņu orgāniem vislabāk ir attīstīti dzirde un redze,vidējs
"Akrēcijas disks ir tora formas gāzes disks, no kura viela pakāpeniski pa spirālveida trajektoriju krīt uz",sarežģīts
Mjēsa ir Norvēģijas lielākais ezers,vidējs
Džiudžitsa skola savus audzēkņus iedala divās kategorijās,vidējs
13. aprīlis Villijs Štofs,vidējs
Afganistānas kara laikā 1987. gadam,vidējs
"2012. gada 20. decembrī airBaltic paziņoja, ka ir noslēgusi",vidējs
"Bulgakovs (no personvārda Bulgak); sieviešu dzimtē Bulgakova",sarežģīts
Cilvēka atziņas Augustīns iedala dabiskajās un pārdabiskajās,sarežģīts
pārtikā var lietot tikai attīrītu ūdeni.,viegls
Baltu valodās vācu tautas nosaukums,vidējs
"1422 31. augustā nomirst Henrijs V, neilgi pēc tam mirst viņa sievastēvs. Atkal uzliesmo cīņa.",vidējs
Špenglera idejas rada atsaucību nacionālsociālisma,sarežģīts
Līdzstrāvas avota jauda ir strāvas pilnais darbs laika,vidējs
"Hills savu pirmo Formula 1 sacīksti aizvadīja 1992. gadā. Paralēli sacensībām Brabham komandā, Hills bija",sarežģīts
1848. gadā viņi kopīgi publicēja,viegls
Kopš pāri Dānijas šaurumiem uzcelti Lielā Belta,vidējs
"Grupas ""Destiny's Child"" darbība",vidējs
Lai arī mūsdienās siāmiešu aizlauztā aste,viegls
Ja 1999. gadā blogu skaits,viegls
Ar tiem parasti pieraksta lietvārdus un darbības vārdu saknes.,vidējs
1964. gads Pāvels Armands,viegls
Aizputes apriņķi šķērsoja privātā,vidējs
Pirmie Budas skolnieki,vidējs
Libāna prezidents Kamils Šamuns,vidējs
17. oktobra valdība,viegls
Pēc pasniedzēja darba atstāšanas U.Osis,vidējs
Osmaņu flote uzvarēja vairākas izšķirošas kaujas.,vidējs
"LCP (link control protocol), kas nodrošina",sarežģīts
Vācu ģenerālis Erihs fon Falkenhains,viegls
"Grenāda ir 344 km2 liela",vidējs
Atrodas Austrumeiropas līdzenumā. Apgabala ziemeļos,sarežģīts
"Melnā nāve palielināja iedzīvotāju mobilitāti",sarežģīts
Ap muižas kompleksa centrālo laukumu simetriski izvietotas kalpotāju mājvietas,sarežģīts
Dzimis 1954. gadā,viegls
Deivisa jūra ir Dienvidu okeānam piederīga malas jūra Antarktīdas piekrastē. Atrodas aptuveni starp 87 un 98 austrumu garuma grādiem,sarežģīts
"2003. gadā Autobuss Debesīs paši sāka komponēt savas dziesmas, klajā",vidējs
Pirmo reizi vēstures avotos Lodes pagasts minēts 1504,vidējs
Vairogdziedzerī no T4 veidojas tikai nedaudz,sarežģīts
Dabā fosfors sastopams,vidējs
Muhameda vēsts noliedzēji,vidējs
Lorenss (sieviešu dzimtē Lorensa),viegls
Lai gan iepriekšējās,viegls
Pilsēta eksistēja,viegls
Sarkanā feja ir neparasts zibens paveids. Šis zibens paveids veidojas mākoņos un izlādējas,sarežģīts
Pilsētā atrodas alusdarītava,vidējs
"Zivis var aprakstīt kā hordaiņus, kas nav četrkājaiņi vai",sarežģīts
8. novembris Mārgarita Mičela,sarežģīts
Līča dienviddaļas riņķojumā straumes,sarežģīts
Pirmoreiz Pērkona darbību aizliedza,vidējs
Tomēr ļoti drīz kolektīva,viegls
Grodņas pievārtē dzimusi,vidējs
1964. gada maijā prezidents Amins,viegls
Fizioģeogrāfiski valsts atrodas Austrumāfrikas plakankalnes,sarežģīts
"Tiek dēvēta par Dienvidkorejas ""vasaras galvaspilsētu"", jo daudzi korejieši vasarā atpūšas",sarežģīts
"Romāns Mežulis, ārsts, virsnieks",viegls
1925. gads Džordžs Kerzons.,vidējs
"Monetārā politika ir pasākumu kopums, kuru mērķis ir",vidējs
Haņu dinastijas laiku uzskata par,viegls
"Vidējā temperatūra: -7 C janvārī, 16,5 C - 17 C jūlijā",vidējs
Delta ir ASV nesējraķešu saime,vidējs
Jau 1947. gadā,viegls
"Etiķskābe, pazīstama arī kā etānskābe",vidējs
"Trešdien, 1912. gadā",viegls
"Ārvalstu organizācijas ""Eiropas pilsētas",vidējs
Pirmkods (angļu: Source code) ir formulējumu virkne,sarežģīts
Gaudi bija katolis un,viegls
2008. gada novembrī notika,viegls
Pilsētu 1586. gadā dibināja,viegls
"Pannonieši, dalmācieši un citas Ilīrijas ciltis sāk sacelšanos",sarežģīts
Lielāka saimnieciska attīstība tika veicināta ar privātā šaursliežu Pļaviņu - Valkas,sarežģīts
1918. gads Džeimss Tobins,viegls
"Kandava ir pilsēta Kurzemes austrumos, Abavas senlejas austrumu galā, Tukuma novadā",sarežģīts
Pēc kara beigām,viegls
"Kvartāra sega Zemgales līdzenumā sastāv no dažāda biezuma morēnas smilšmāla, virs kura pēdējā",sarežģīts
"Pēc tam sekoja kultūras izaugums, ko ietekmēja ne tikai karaliskās ģimenes klātbūtne, bet",sarežģīts
2005. gads Izraēla,viegls
1965. gadā uz Kaņiera notekas Starpiņupītes tika uzbūvēta divu slūžu,sarežģīts
Korporācijas simbolika ir trīs krāsu,vidējs
Šī Javas programma,vidējs
"Brisbena atrodas Kvīnslendas dienvidaustrumu stūrī, Austrālijā. Pilsēta ir izvietota",sarežģīts
Liekot pirmo Transatlantisko telegrāfa kabeli 1858,sarežģīts
Augstie slāņu mākoņi (Altostratus,vidējs
Kamerūnā var izdalīt četrus galvenos lietus ūdeņu,vidējs
Populārākie sporta veidi Karāči ir krikets un futbols. 1996. gadā trīs spēles no Kriketa Pasaules kausa izcīņas tika,sarežģīts
"Vienīgās pastāvīgi apdzīvotās salas ir Saipana, Tiniana un Rota",sarežģīts
"1994. gads Ežēns Jonesko (Eugne Ionesco), rumāņu",viegls
kur k,viegls
1918. gada jūlija sākumā viņš devās uz,viegls
Ja materiāls sabrūk,viegls
Help! ir piektais grupas The Beatles,viegls
Rīgas estrādes orķestrī,vidējs
Kad Zeme savā,viegls
Nākamajā gadsimtā pēc Osmana I nāves Osmaņu vara,vidējs
Nesējraķetes izgatavošanu un palaišanu nodrošina United Launch,sarežģīts
1933. gada 12. aprīlī Rīgas,viegls
"Balatons ir liels ezers Ungārijā",vidējs
Smagā BTR izstrāde Izraēlā,viegls
Valters Leistikovs (Walter,sarežģīts
Parks Lal Bagh atrodas uz dienvidiem no pilsētas centra,vidējs
Termins Data mining radies 1978. gadā,viegls
Citplanētu meklēšanas un,vidējs
30. janvārī Padomju Latvijas armijas 500 kareivji un 300 jātnieki ar 4 lielgabaliem uzbruka,sarežģīts
"Mazirbe  ir ciems Talsu novada Kolkas pagastā",viegls
"To pierāda arī maleīnskābes veidošanās, oksidējot 1,4-benzohinonu",sarežģīts
3. maijs Bings Krosbijs (Bing Crosby,viegls
Tangu dinastijas valdīšanas laika politiskā stabilitāte veicināja mākslas un,sarežģīts
Kopš 9. gadsimta Kongo upes baseinā dominēja bantu valodās,vidējs
